2658,27.03,30,226
2659,27.03,30,226
2660,27.03,30,227
2661,27.04,30,227
2662,27.02,30,224
2663,27.02,30,225
2664,27.02,30,226
2665,27.00,29,227
2666,26.99,29,228
2667,26.99,29,227
2668,26.99,29,225
2669,26.99,29,226
2670,26.98,30,218
2671,26.98,29,226
2672,26.98,30,226
2673,26.98,29,227
2674,26.98,29,226
2675,26.97,30,228
2676,26.97,30,228
2677,26.96,30,225
2678,26.97,29,226
2679,26.96,29,226
2680,26.96,29,226
2681,26.96,29,228
2682,26.97,29,228
2683,26.96,29,227
2684,26.96,30,227
2685,26.96,30,225
2686,26.95,29,229
2687,26.95,30,229
2688,26.95,30,229
2689,26.94,30,229
2690,26.94,30,226
2691,26.94,30,228
2692,26.94,30,229
2693,26.94,30,227
2694,26.94,30,228
2695,26.94,30,225
2696,26.95,30,228
2697,26.95,30,229
2698,26.95,30,227
2699,26.95,30,227
2700,26.95,31,228
2701,26.95,31,226
2702,26.95,31,226
2703,26.95,31,228
2704,26.95,31,228
2705,26.95,31,228
2706,26.96,31,228
2707,26.96,31,227
2708,26.96,31,227
2709,26.96,31,216
2710,26.96,31,227
2711,26.96,32,228
2712,26.97,32,227
2713,26.97,31,228
2714,26.97,31,216
2715,26.97,31,227
2716,26.97,31,226
2717,26.97,31,227
2718,26.98,31,225
2719,26.97,31,228
2720,26.97,31,227
2721,26.96,31,228
2722,26.96,31,227
2723,26.96,31,227
2724,26.96,31,227
2725,26.96,31,227
2726,26.95,31,229
2727,26.96,31,229
2728,26.95,31,226
2729,26.95,31,228
2730,26.96,31,225
2731,26.95,31,226
2732,26.95,31,227
2733,26.95,31,229
2734,26.95,31,227
2735,26.95,31,227
2736,26.95,31,228
2737,26.94,31,228
2738,26.95,31,227
2739,26.94,31,226
2740,26.94,31,225
2741,26.94,32,227
2742,26.94,32,228
2743,26.93,32,228
2744,26.93,31,228
2745,26.93,31,224
2746,26.92,31,226
2747,26.92,31,227
2748,26.92,31,228
2749,26.92,30,228
2750,26.92,31,227
2751,26.92,31,224
2752,26.92,31,227
2753,26.92,31,219
2754,26.91,31,227
2755,26.92,31,227
2756,26.92,31,226
2757,26.92,31,228
2758,26.92,31,228
2759,26.91,31,228
2760,26.91,30,228
2761,26.90,31,226
2762,26.90,31,226
2763,26.90,31,227
2764,26.89,31,229
2765,26.89,31,229
2766,26.89,31,227
2767,26.88,31,227
2768,26.88,31,228
2769,26.88,30,228
2770,26.88,30,227
2771,26.88,30,221
2772,26.89,30,228
2773,26.88,30,229
2774,26.88,30,229
2775,26.88,30,228
2776,26.88,30,228
2777,26.88,30,226
2778,26.88,30,228
2779,26.88,30,227
2780,26.88,30,230
2781,26.88,30,229
2782,26.88,30,229
2783,26.88,30,228
2784,26.87,30,226
2785,26.87,30,228
2786,26.87,30,231
2787,26.86,30,229
2788,26.87,30,228
2789,26.87,30,228
2790,26.87,31,228
2791,26.87,30,227
2792,26.86,30,222
2793,26.86,30,228
2794,26.87,30,229
2795,26.87,30,228
2796,26.86,30,228
2797,26.86,30,229
2798,26.86,30,228
2799,26.87,30,229
2800,26.87,30,228
2801,26.87,30,230
2802,26.87,30,229
2803,26.86,30,228
2804,26.86,31,228
2805,26.86,31,229
2806,26.86,31,229
2807,26.86,31,229
2808,26.86,31,229
2809,26.85,30,229
2810,26.86,30,229
2811,26.85,30,228
2812,26.85,30,229
2813,26.84,30,229
2814,26.83,30,229
2815,26.83,30,229
2816,26.83,31,229
2817,26.82,31,229
2818,26.82,31,228
2819,26.82,31,227
2820,26.81,31,230
2821,26.81,31,229
2822,26.82,31,228
2823,26.81,31,229
2824,26.81,31,227
2825,26.81,31,228
2826,26.80,31,229
2827,26.81,30,229
2828,26.80,30,229
2829,26.80,30,228
2830,26.79,30,229
2831,26.79,30,223
2832,26.80,31,228
2833,26.79,31,228
2834,26.79,32,228
2835,26.79,32,229
2836,26.78,31,230
2837,26.78,31,229
2838,26.78,31,229
2839,26.78,31,228
2840,26.78,30,228
2841,26.77,30,230
2842,26.76,31,229
2843,26.77,30,230
2844,26.76,30,229
2845,26.77,30,228
2846,26.76,30,228
2847,26.77,30,229
2848,26.77,30,228
2849,26.77,30,230
2850,26.77,30,228
2851,26.77,30,231
2852,26.77,30,230
2853,26.77,30,229
2854,26.77,30,229
2855,26.77,30,226
2856,26.77,30,229
2857,26.76,31,230
2858,26.76,30,229
2859,26.77,30,230
2860,26.76,30,229
2861,26.76,30,227
2862,26.76,30,229
2863,26.75,30,229
2864,26.75,30,231
2865,26.75,30,231
2866,26.75,30,228
2867,26.75,30,228
2868,26.75,30,228
2869,26.76,30,229
2870,26.75,31,223
2871,26.75,31,229
2872,26.75,31,227
2873,26.75,31,229
2874,26.75,31,229
2875,26.75,31,230
2876,26.75,31,228
2877,26.75,31,230
2878,26.74,31,230
2879,26.74,31,229
2880,26.75,31,230
2881,26.75,31,228
2882,26.75,31,228
2883,26.74,31,228
2884,26.75,31,229
2885,26.75,31,230
2886,26.75,31,230
2887,26.75,31,228
2888,26.76,31,227
2889,26.75,31,226
2890,26.76,31,230
2891,26.75,31,230
2892,26.76,31,229
2893,26.75,31,229
2894,26.75,31,228
2895,26.75,31,228
2896,26.75,31,229
2897,26.75,31,228
2898,26.75,31,230
2899,26.75,31,229
2900,26.75,31,228
2901,26.75,30,229
2902,26.75,30,228
2903,26.75,30,229
2904,26.75,30,230
2905,26.75,30,227
2906,26.76,30,229
2907,26.76,30,229
2908,26.75,31,227
2909,26.76,31,229
2910,26.76,31,228
2911,26.76,31,231
2912,26.76,31,234
2913,26.76,31,227
2914,26.77,31,219
2915,26.76,30,228
2916,26.77,30,227
2917,26.78,30,229
2918,26.78,30,229
2919,26.78,30,234
2920,26.78,30,224
2921,26.78,30,226
2922,26.79,30,227
2923,26.79,30,227
2924,26.79,30,230
2925,26.79,30,228
2926,26.79,30,228
2927,26.79,30,227
2928,26.79,30,228
2929,26.79,30,227
2930,26.80,30,229
2931,26.80,30,220
2932,26.79,30,227
2933,26.79,31,229
2934,26.80,31,230
2935,26.80,31,229
2936,26.80,31,230
2937,26.79,31,230
2938,26.80,30,229
2939,26.80,30,228
2940,26.80,30,228
2941,26.80,30,229
2942,26.80,30,228
2943,26.80,30,228
2944,26.80,31,227
2945,26.80,31,228
2946,26.81,31,228
2947,26.81,32,228
2948,26.80,32,229
2949,26.81,32,228
2950,26.81,32,229
2951,26.81,31,230
2952,26.81,31,228
2953,26.81,31,222
2954,26.81,31,229
2955,26.81,31,228
2956,26.81,31,229
2957,26.81,31,231
2958,26.81,31,230
2959,26.81,31,230
2960,26.81,31,226
2961,26.81,31,229
2962,26.81,31,228
2963,26.80,31,228
2964,26.80,31,230
2965,26.80,31,228
2966,26.80,31,228
2967,26.80,30,230
2968,26.80,30,228
2969,26.80,31,229
2970,26.79,32,228
2971,26.79,32,226
2972,26.79,31,229
2973,26.78,31,226
2974,26.78,31,228
2975,26.78,31,229
2976,26.78,31,226
2977,26.78,31,228
2978,26.78,30,229
2979,26.79,30,228
2980,26.78,30,227
